#,304,306,307,308,309,310,311,1304,1306,1307,1308,1309,1310,1311
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,51201,73101,71501,61701,61401,61801,0,60,90,60,30,30,30,30
2,51201,73101,71501,61701,61401,61801,0,60,90,60,30,30,30,30
3,51201,73101,71501,61701,61401,61801,0,60,90,60,30,30,30,30
4,51201,73101,71501,61701,61401,61801,0,60,90,60,30,30,30,30
5,51201,73101,71501,61701,61401,61801,0,60,90,60,30,30,30,30
6,51201,73101,71501,61701,61401,61801,0,60,90,60,30,30,30,30
7,51201,73101,71501,61701,61401,61801,0,60,90,60,30,30,30,30
8,51201,73101,71501,61701,0,61801,0,60,90,60,30,30,30,30
9,51201,73101,71501,61701,0,61801,0,60,90,60,30,30,30,30
10,70901,73501,71701,61201,61701,61301,83601,60,90,60,30,30,30,30
11,70901,73501,71701,61201,61701,61301,83601,60,90,60,30,30,30,30
12,70901,73501,71701,61201,61701,61301,83601,60,90,60,30,30,30,30
13,70901,73501,71701,61201,61701,61301,83601,60,90,60,30,30,30,30
14,70901,73501,71701,61201,61701,61301,83601,60,90,60,30,30,30,30
15,70901,73501,71701,61201,61701,61301,83601,60,90,60,30,30,30,30
16,70901,73501,71701,61201,61701,61301,0,60,90,60,30,30,30,30
17,70901,73501,71701,0,61701,0,0,60,90,60,30,30,30,30
18,70901,73501,71701,0,61701,0,0,60,90,60,30,30,30,30
19,81201,83201,81401,61501,80910,61101,83501,60,90,60,30,30,30,30
20,81201,83201,81401,61501,80910,61101,83501,60,90,60,30,30,30,30
21,81201,83201,81401,61501,80910,61101,83501,60,90,60,30,30,30,30
22,81201,83201,81401,61501,80910,61101,83501,60,90,60,30,30,30,30
23,81201,83201,81401,61501,80910,61101,0,60,90,60,30,30,30,30
24,81201,83201,81401,61501,80910,61101,0,60,90,60,30,30,30,30
25,81201,83201,81401,61501,80910,61101,0,60,90,60,30,30,30,30
26,81201,83201,81401,61501,0,61101,0,60,90,60,30,30,30,30
27,81201,83201,81401,61501,0,61101,0,60,90,60,30,30,30,30
28,70801,72901,71301,61601,61301,62001,83601,60,90,60,30,30,30,30
29,70801,72901,71301,61601,61301,62001,83601,60,90,60,30,30,30,30
30,70801,72901,71301,61601,61301,62001,83601,60,90,60,30,30,30,30
31,70801,72901,71301,61601,61301,62001,83601,60,90,60,30,30,30,30
32,70801,72901,71301,61601,61301,62001,83601,60,90,60,30,30,30,30
33,70801,72901,71301,61601,61301,0,0,60,90,60,30,30,30,30
34,70801,72901,71301,61601,61301,0,0,60,90,60,30,30,30,30
35,70801,72901,71301,61601,0,0,0,60,90,60,30,30,30,30
36,70801,72901,71301,61601,0,0,0,60,90,60,30,30,30,30
37,62401,54101,51501,70201,80919,61401,0,60,90,60,30,30,30,30
38,62401,54101,51501,70201,80919,61401,0,60,90,60,30,30,30,30
39,62401,54101,51501,70201,80919,61401,0,60,90,60,30,30,30,30
40,62401,54101,51501,70201,80919,61401,0,60,90,60,30,30,30,30
41,62401,54101,51501,70201,80919,61401,0,60,90,60,30,30,30,30
42,62401,54101,51501,0,80919,61401,0,60,90,60,30,30,30,30
43,62401,54101,51501,0,80919,61401,0,60,90,60,30,30,30,30
44,62401,54101,51501,0,0,0,0,60,90,60,30,30,30,30
45,62401,54101,51501,0,0,0,0,60,90,60,30,30,30,30
46,51201,54001,51401,60801,50801,50901,83601,60,90,60,30,30,30,30
47,51201,54001,51401,60801,50801,50901,83601,60,90,60,30,30,30,30
48,51201,54001,51401,60801,50801,50901,83601,60,90,60,30,30,30,30
49,51201,54001,51401,60801,50801,50901,83601,60,90,60,30,30,30,30
50,51201,54001,51401,60801,50801,50901,83601,60,90,60,30,30,30,30
51,51201,54001,51401,60801,0,50901,0,60,90,60,30,30,30,30
52,51201,54001,51401,60801,0,50901,0,60,90,60,30,30,30,30
53,51201,54001,51401,60801,0,50901,0,60,90,60,30,30,30,30
54,51201,54001,51401,60801,0,50901,0,60,90,60,30,30,30,30
55,71001,73301,71201,70301,61501,61801,83501,60,90,60,30,30,30,30
56,71001,73301,71201,70301,61501,61801,83501,60,90,60,30,30,30,30
57,71001,73301,71201,70301,61501,61801,83501,60,90,60,30,30,30,30
58,71001,73301,71201,70301,61501,61801,83501,60,90,60,30,30,30,30
59,71001,73301,71201,70301,61501,61801,83501,60,90,60,30,30,30,30
60,71001,73301,71201,0,61501,61801,83501,60,90,60,30,30,30,30
61,71001,73301,71201,0,61501,61801,83501,60,90,60,30,30,30,30
62,71001,73301,71201,0,61501,61801,0,60,90,60,30,30,30,30
63,71001,73301,71201,0,61501,61801,0,60,90,60,30,30,30,30
64,62501,64101,62701,70301,61601,61101,83501,60,90,60,30,30,30,30
65,62501,64101,62701,70301,61601,61101,83501,60,90,60,30,30,30,30
66,62501,64101,62701,70301,61601,61101,83501,60,90,60,30,30,30,30
67,62501,64101,62701,70301,61601,61101,83501,60,90,60,30,30,30,30
68,62501,64101,62701,70301,61601,61101,83501,60,90,60,30,30,30,30
69,62501,64101,62701,0,61601,61101,83501,60,90,60,30,30,30,30
70,62501,64101,62701,0,61601,61101,0,60,90,60,30,30,30,30
71,62501,64101,62701,0,61601,61101,0,60,90,60,30,30,30,30
72,62501,64101,62701,0,61601,61101,0,60,90,60,30,30,30,30
73,51301,54201,51501,61901,70201,50901,83401,60,90,60,30,30,30,30
74,51301,54201,51501,61901,70201,50901,83401,60,90,60,30,30,30,30
75,51301,54201,51501,61901,70201,50901,83401,60,90,60,30,30,30,30
76,51301,54201,51501,61901,70201,50901,83401,60,90,60,30,30,30,30
77,51301,54201,51501,61901,70201,50901,83401,60,90,60,30,30,30,30
78,51301,54201,51501,0,0,50901,83401,60,90,60,30,30,30,30
